id,topic,style,type,ko,en,model,prompt_version,created_at,split
3017,교육,SNS 스타일,원인·결과문,온라인 수업이 늘어나면 유연한 학습이 가능해져.,"As online classes increase, flexible learning becomes possible.",gpt-4o-mini,v2_structured,20251205_160208,train
534,일상생활,문어체(보고서 스타일),단문,나는 매일 아침 일찍 일어난다.,I wake up early every morning.,gpt-4o-mini,v2_structured,20251205_160208,train
474,여행,고객센터 안내 스타일,명령/요청문,지연된 항공편에 대한 정보를 알고 싶어요.,I would like to know about the delayed flight.,gpt-4o-mini,v2_structured,20251205_160208,train
4437,경제/금융,SNS 스타일,명령/요청문,지금 투자하는 게 좋은 시점이야.,Now is a great time to invest.,gpt-4o-mini,v2_structured,20251205_160208,train
3917,감정표현,SNS 스타일,단문,기대했던 일이 취소됐어.,Something I was looking forward to got canceled.,gpt-4o-mini,v2_structured,20251205_160208,train
4705,경제/금융,고객센터 안내 스타일,조건문,투자하기 전에 충분한 조사를 하세요.,Make sure to do thorough research before investing.,gpt-4o-mini,v2_structured,20251205_160208,train
66,여행,문어체(보고서 스타일),단문,문화 유산을 탐방하는 것도 좋은 경험입니다.,Exploring cultural heritage can be a valuable experience.,gpt-4o-mini,v2_structured,20251205_160208,train
8067,직장 관계,고객센터 안내 스타일,명령/요청문,팀원들과 협력하여 문제를 해결합시다.,Let's work together with the team members to resolve the issue.,gpt-4o-mini,v2_structured,20251205_160208,train
7945,직장 관계,감정 표현 스타일,명령/요청문,같이 일하는 것 정말 즐거워.,I really enjoy working with you.,gpt-4o-mini,v2_structured,20251205_160208,train
9388,사회/뉴스,조언/상담 스타일,복문,여론조사 결과를 믿기 전에 여러 경로를 확인해야 해.,"Before trusting the results of a poll, you should verify through various sources.",gpt-4o-mini,v2_structured,20251205_160208,train
4804,스포츠,문어체(보고서 스타일),단문,이번 주말에 야구 경기를 보러 갈 거예요.,I will go to watch a baseball game this weekend.,gpt-4o-mini,v2_structured,20251205_160208,train
4569,경제/금융,감정 표현 스타일,단문,지금이 투자하기에 좋은 시점이야.,Now is a good time to invest.,gpt-4o-mini,v2_structured,20251205_160208,train
355,여행,감정 표현 스타일,명령/요청문,지금 당장 가고 싶어.,I want to leave right now.,gpt-4o-mini,v2_structured,20251205_160208,train
3146,교육,기술 설명체,명령/요청문,모든 학생이 자신의 속도에 맞춰 배울 수 있다.,Every student can learn at their own pace.,gpt-4o-mini,v2_structured,20251205_160208,train
4536,경제/금융,기술 설명체,비교문,인플레이션이 높아질수록 구매력이 감소한다.,"As inflation increases, purchasing power decreases.",gpt-4o-mini,v2_structured,20251205_160208,train
2252,기술,감정 표현 스타일,명령/요청문,보안이 매우 중요해.,Security is extremely important.,gpt-4o-mini,v2_structured,20251205_160208,train
4741,경제/금융,고객센터 안내 스타일,명령/요청문,투자 상품에 대한 상담을 원하시면 예약해 주세요.,"If you would like to consult about investment products, please make an appointment.",gpt-4o-mini,v2_structured,20251205_160208,train
6152,교통,고객센터 안내 스타일,원인·결과문,정해진 시간에 출발하지 않으면 예상보다 더 오래 걸릴 수 있습니다.,"If you don't leave on time, it may take longer than expected.",gpt-4o-mini,v2_structured,20251205_160208,train
7612,직장 관계,대화체,조건문,팀워크가 중요하다고 생각해.,I believe that teamwork is really important.,gpt-4o-mini,v2_structured,20251205_160208,train
4534,경제/금융,기술 설명체,비교문,금리는 경제 성장에 큰 영향을 미친다.,Interest rates have a significant impact on economic growth.,gpt-4o-mini,v2_structured,20251205_160208,train
7181,쇼핑,문어체(보고서 스타일),단문,반품 정책에 대해 설명해 주세요.,Please explain the return policy.,gpt-4o-mini,v2_structured,20251205_160208,train
3300,교육,고객센터 안내 스타일,조건문,시험 준비를 위해 스터디 그룹에 참여하는 것도 좋은 방법이에요.,Joining a study group can be a good way to prepare for the exam.,gpt-4o-mini,v2_structured,20251205_160208,train
7595,직장 관계,대화체,단문,오늘 점심에 뭐 먹을래?,What do you want to eat for lunch today?,gpt-4o-mini,v2_structured,20251205_160208,train
4032,감정표현,기술 설명체,단문,그 일은 정말 슬펐어.,That situation was really sad.,gpt-4o-mini,v2_structured,20251205_160208,train
7968,직장 관계,조언/상담 스타일,복문,"마지막으로, 항상 열린 마음을 유지하세요.","Lastly, always keep an open mind.",gpt-4o-mini,v2_structured,20251205_160208,train
473,여행,고객센터 안내 스타일,명령/요청문,고객님의 예약 정보를 알려주세요.,Please provide your booking information.,gpt-4o-mini,v2_structured,20251205_160208,train
5875,교통,뉴스 기사체,단문,지하철 운행 시간이 연장되었습니다.,The subway operating hours have been extended.,gpt-4o-mini,v2_structured,20251205_160208,train
8771,자기계발,뉴스 기사체,원인·결과문,시간 관리는 생산성을 높이는 데 필수적입니다.,Time management is essential for increasing productivity.,gpt-4o-mini,v2_structured,20251205_160208,train
9090,사회/뉴스,문어체(보고서 스타일),복문,전문가들은 사회적 지원이 부족하다고 지적하고 있다.,Experts point out that there is a lack of social support in this context.,gpt-4o-mini,v2_structured,20251205_160208,train
7822,직장 관계,뉴스 기사체,명령/요청문,회의 시간을 조정합시다.,Let's reschedule the meeting.,gpt-4o-mini,v2_structured,20251205_160208,train
5307,기후/날씨,문어체(보고서 스타일),비교문,비가 오는 날은 맑은 날보다 기온이 낮다.,"On rainy days, the temperature is generally lower than on clear days.",gpt-4o-mini,v2_structured,20251205_160208,train
9359,사회/뉴스,감정 표현 스타일,원인·결과문,사회적 연대감이 약해진 이유는 다양해요.,There are various reasons why social solidarity has weakened.,gpt-4o-mini,v2_structured,20251205_160208,train
2992,교육,SNS 스타일,조건문,"이 수업을 듣지 않으면, 중요한 내용을 놓칠 수 있어요.","If you don't take this class, you might miss out on important topics.",gpt-4o-mini,v2_structured,20251205_160208,train
869,일상생활,조언/상담 스타일,원인·결과문,휴식을 취하지 않으면 스트레스가 쌓여.,Not taking breaks can lead to accumulated stress.,gpt-4o-mini,v2_structured,20251205_160208,train
3510,시간관리,뉴스 기사체,단문,효율적으로 시간을 사용하려면 우선순위를 정해야 해.,"To use time efficiently, you must prioritize your tasks.",gpt-4o-mini,v2_structured,20251205_160208,train
324,여행,감정 표현 스타일,조건문,"새로운 도시를 탐험한다면, 무언가 특별한 것을 발견할 수 있어.","If you explore a new city, you might discover something special.",gpt-4o-mini,v2_structured,20251205_160208,train
6505,고객센터,감정 표현 스타일,원인·결과문,문제가 해결된 후에는 정말 기뻤어요.,I was really happy after my issue was resolved.,gpt-4o-mini,v2_structured,20251205_160208,train
3575,시간관리,기술 설명체,단문,시간을 관리하는 기술을 배워야 해.,You need to learn time management skills.,gpt-4o-mini,v2_structured,20251205_160208,train
4602,경제/금융,감정 표현 스타일,비교문,신용카드 사용이 늘어나면 개인 부채가 증가할 수 있어.,Increased credit card usage can lead to higher personal debt.,gpt-4o-mini,v2_structured,20251205_160208,train
7429,쇼핑,감정 표현 스타일,복문,이 할인은 정말 놓치고 싶지 않아.,I really don't want to miss out on this discount.,gpt-4o-mini,v2_structured,20251205_160208,train
3778,시간관리,고객센터 안내 스타일,비교문,효율적인 일정 관리는 생산성을 높여 줍니다.,An efficient schedule enhances productivity.,gpt-4o-mini,v2_structured,20251205_160208,train
7506,쇼핑,조언/상담 스타일,비교문,대형 마트에서 장을 보는 것과 동네 가게에서 사는 것 중 뭐가 더 좋을까?,"What's better, shopping at a big supermarket or at local stores?",gpt-4o-mini,v2_structured,20251205_160208,train
5877,교통,뉴스 기사체,단문,교차로에서 신호를 준수하세요.,Please obey the signals at the intersection.,gpt-4o-mini,v2_structured,20251205_160208,train
9460,사회/뉴스,고객센터 안내 스타일,조건문,자주 묻는 질문을 확인하면 도움이 될 거예요.,Checking the FAQ section might be helpful for you.,gpt-4o-mini,v2_structured,20251205_160208,train
5959,교통,기술 설명체,조건문,운전 중에는 휴대전화를 사용하지 말아야 한다.,You should not use your mobile phone while driving.,gpt-4o-mini,v2_structured,20251205_160208,train
8857,자기계발,감정 표현 스타일,복문,실패를 두려워하지 않고 계속 도전해야 해.,You must keep challenging yourself without fearing failure.,gpt-4o-mini,v2_structured,20251205_160208,train
2945,교육,문어체(보고서 스타일),비교문,비정규 교육은 실생활에 가까운 경험을 제공한다.,Non-formal education provides experiences that are closer to real life.,gpt-4o-mini,v2_structured,20251205_160208,train
1929,기술,대화체,비교문,AI 기술은 과거보다 훨씬 발전했어.,AI technology has advanced much more than it did in the past.,gpt-4o-mini,v2_structured,20251205_160208,train
5260,기후/날씨,대화체,원인·결과문,해가 자주 나면 기분이 좋아져.,"When the sun shines often, it lifts my mood.",gpt-4o-mini,v2_structured,20251205_160208,train
3024,교육,SNS 스타일,명령/요청문,선생님께 질문해 보세요.,Feel free to ask your teacher any questions.,gpt-4o-mini,v2_structured,20251205_160208,train
1747,식당,감정 표현 스타일,조건문,주말에 사람 많으면 미리 예약하는 게 좋을 거야.,"If it's busy on weekends, it would be wise to make a reservation in advance.",gpt-4o-mini,v2_structured,20251205_160208,train
4206,감정표현,고객센터 안내 스타일,단문,이런 상황은 정말 불편하시겠어요.,I can imagine this situation is really inconvenient for you.,gpt-4o-mini,v2_structured,20251205_160208,train
1076,건강,SNS 스타일,복문,채소를 더 많이 먹으면 면역력이 높아질 거야.,Eating more vegetables will boost your immune system.,gpt-4o-mini,v2_structured,20251205_160208,train
2111,기술,뉴스 기사체,비교문,5G 네트워크는 이전 세대보다 더 빠른 다운로드 속도를 제공한다.,The 5G network offers faster download speeds compared to its predecessors.,gpt-4o-mini,v2_structured,20251205_160208,train
3863,감정표현,문어체(보고서 스타일),복문,그의 웃음소리는 나를 행복하게 만들어.,His laughter makes me feel happy.,gpt-4o-mini,v2_structured,20251205_160208,train
1255,건강,감정 표현 스타일,복문,운동은 스트레스를 줄이는 데 도움이 돼.,Exercising helps to reduce stress significantly.,gpt-4o-mini,v2_structured,20251205_160208,train
3943,감정표현,SNS 스타일,비교문,좋아하는 노래를 듣는 건 기분이 좋을 때의 작은 선물 같아.,Listening to your favorite song feels like a little gift when you're in a good mood.,gpt-4o-mini,v2_structured,20251205_160208,train
9271,사회/뉴스,기술 설명체,복문,이 사건은 사회 전반에 걸친 논란을 일으켰다.,This incident sparked controversy across society.,gpt-4o-mini,v2_structured,20251205_160208,train
4871,스포츠,SNS 스타일,복문,이번 월드컵에서 우리 팀이 우승했으면 좋겠다!,I really hope our team wins this World Cup!,gpt-4o-mini,v2_structured,20251205_160208,train
6023,교통,감정 표현 스타일,비교문,도로의 혼잡함은 마치 파도가 밀려오는 것 같아.,The congestion on the road feels like waves crashing in.,gpt-4o-mini,v2_structured,20251205_160208,train
7723,직장 관계,SNS 스타일,복문,팀원들과의 소통이 잘 안 되어서 고민이야.,I'm worried because communication with my team members isn't going well.,gpt-4o-mini,v2_structured,20251205_160208,train
6787,문화/예술,SNS 스타일,비교문,사람들이 공연을 보는 이유는 감동 때문이야.,People watch performances for the emotional impact they bring.,gpt-4o-mini,v2_structured,20251205_160208,train
8358,IT/AI,기술 설명체,원인·결과문,자동화 시스템을 구축하면 인적 자원 관리가 효율적이다.,Building an automated system makes human resource management more efficient.,gpt-4o-mini,v2_structured,20251205_160208,train
5594,기후/날씨,조언/상담 스타일,복문,갑작스러운 날씨 변화에 대비해 우비를 챙기세요.,Be sure to bring a raincoat in case of sudden changes in weather.,gpt-4o-mini,v2_structured,20251205_160208,train
6451,고객센터,기술 설명체,원인·결과문,"피드백을 주시면, 서비스 개선에 큰 도움이 됩니다.",Your feedback is greatly helpful for service improvement.,gpt-4o-mini,v2_structured,20251205_160208,train
4824,스포츠,문어체(보고서 스타일),조건문,"만약 날씨가 좋다면, 우리는 야외에서 연습할 것입니다.","If the weather is nice, we will practice outdoors.",gpt-4o-mini,v2_structured,20251205_160208,train
5268,기후/날씨,대화체,명령/요청문,오늘 바람이 많이 불어.,It's very windy today.,gpt-4o-mini,v2_structured,20251205_160208,train
6393,고객센터,뉴스 기사체,명령/요청문,고객센터에 문의해 주세요.,Please contact the customer service center.,gpt-4o-mini,v2_structured,20251205_160208,train
8198,IT/AI,SNS 스타일,단문,빅데이터 분석이 중요한 시대야.,We live in an era where big data analysis is crucial.,gpt-4o-mini,v2_structured,20251205_160208,train
74,여행,문어체(보고서 스타일),복문,비행기 예약은 여행의 첫 번째 단계입니다.,Booking a flight is the first step of any trip.,gpt-4o-mini,v2_structured,20251205_160208,train
1878,식당,고객센터 안내 스타일,비교문,저희는 점심 시간에 특별 할인을 제공합니다.,We offer special discounts during lunch hours.,gpt-4o-mini,v2_structured,20251205_160208,train
5429,기후/날씨,뉴스 기사체,비교문,미세먼지가 많은 도시는 기후가 건강에 더 해로운 경향이 있습니다.,Cities with high levels of fine dust tend to have climates that are more harmful to health.,gpt-4o-mini,v2_structured,20251205_160208,train
8836,자기계발,기술 설명체,명령/요청문,긍정적인 마인드를 유지해.,Maintain a positive mindset.,gpt-4o-mini,v2_structured,20251205_160208,train
8957,자기계발,조언/상담 스타일,명령/요청문,포기하지 말고 끝까지 해봐.,Don't give up; see it through to the end.,gpt-4o-mini,v2_structured,20251205_160208,train
5396,기후/날씨,뉴스 기사체,단문,내일 비가 올 확률이 높아요.,There is a high chance of rain tomorrow.,gpt-4o-mini,v2_structured,20251205_160208,train
7915,직장 관계,감정 표현 스타일,조건문,"프로젝트 마감일이 다가온다면, 우리는 긴급 회의를 열어야 해.","If the project deadline is approaching, we need to hold an urgent meeting.",gpt-4o-mini,v2_structured,20251205_160208,train
3729,시간관리,조언/상담 스타일,원인·결과문,자기 관리가 부족하면 원하는 결과를 얻기 어려워.,Lacking self-management makes it hard to achieve desired outcomes.,gpt-4o-mini,v2_structured,20251205_160208,train
5432,기후/날씨,뉴스 기사체,비교문,"소나기는 여름철에 빈번하지만, 겨울철에는 드물게 발생합니다.",Showers are frequent during summer but occur rarely in winter.,gpt-4o-mini,v2_structured,20251205_160208,train
5408,기후/날씨,뉴스 기사체,복문,기후 변화가 식량 생산에 미치는 영향은 심각합니다.,The impact of climate change on food production is becoming increasingly severe.,gpt-4o-mini,v2_structured,20251205_160208,train
2524,업무,SNS 스타일,조건문,일이 끝나면 나와서 한잔하자!,Let's grab a drink once the work is done!,gpt-4o-mini,v2_structured,20251205_160208,train
9057,사회/뉴스,대화체,원인·결과문,"최근 뉴스에 따르면, 많은 사람들이 실직을 겪고 있어요.","According to recent news, many people are experiencing unemployment.",gpt-4o-mini,v2_structured,20251205_160208,train
3119,교육,기술 설명체,조건문,정기적으로 복습한다면 기억이 오래갈 거야.,"If you review regularly, your retention will last longer.",gpt-4o-mini,v2_structured,20251205_160208,train
4285,경제/금융,대화체,조건문,"주식 시장이 불안정하면, 투자자들이 빠져나갈 수 있어.","If the stock market is unstable, investors might pull out.",gpt-4o-mini,v2_structured,20251205_160208,train
6833,문화/예술,뉴스 기사체,복문,한국의 전통 음식은 그 맛과 멋으로 세계적으로 유명합니다.,Korean traditional cuisine is famous worldwide for its flavors and aesthetics.,gpt-4o-mini,v2_structured,20251205_160208,train
9135,사회/뉴스,문어체(보고서 스타일),명령/요청문,선거 제도의 개편이 논의되고 있다.,Reforms to the electoral system are being discussed.,gpt-4o-mini,v2_structured,20251205_160208,train
1510,식당,문어체(보고서 스타일),조건문,디저트를 먹고 싶다면 미리 주문하세요.,"If you want to have dessert, order it in advance.",gpt-4o-mini,v2_structured,20251205_160208,train
6530,고객센터,조언/상담 스타일,복문,결제 관련 문의는 어디에 하면 될까요?,Where should I direct my inquiries regarding payment issues?,gpt-4o-mini,v2_structured,20251205_160208,train
4093,감정표현,감정 표현 스타일,단문,이 순간이 영원했으면 좋겠다.,I wish this moment could last forever.,gpt-4o-mini,v2_structured,20251205_160208,train
5611,기후/날씨,조언/상담 스타일,비교문,가을의 단풍은 여름의 푸르름과 다르게 아름다워.,The autumn foliage is beautiful in a different way compared to the greenery of summer.,gpt-4o-mini,v2_structured,20251205_160208,train
119,여행,문어체(보고서 스타일),명령/요청문,여행 중 필요한 물품을 체크하세요.,Check the items you will need during your trip.,gpt-4o-mini,v2_structured,20251205_160208,train
9385,사회/뉴스,조언/상담 스타일,복문,사회적 이슈에 대한 의견을 나누는 것은 중요해.,It's important to share opinions on social issues.,gpt-4o-mini,v2_structured,20251205_160208,train
5983,교통,기술 설명체,명령/요청문,도로에서 자전거를 탈 때는 안전 장비를 착용해.,Wear safety gear when riding a bicycle on the road.,gpt-4o-mini,v2_structured,20251205_160208,train
4721,경제/금융,고객센터 안내 스타일,비교문,예산 관리는 소득과 지출을 비교하는 데 도움이 돼요.,Budgeting helps compare income and expenses effectively.,gpt-4o-mini,v2_structured,20251205_160208,train
8919,자기계발,조언/상담 스타일,조건문,목표를 세우면 더 집중할 수 있어.,"When you set a goal, you can focus better.",gpt-4o-mini,v2_structured,20251205_160208,train
8222,IT/AI,SNS 스타일,비교문,데이터는 새로운 석유라고 할 수 있어.,Data can be considered the new oil.,gpt-4o-mini,v2_structured,20251205_160208,train
2914,교육,문어체(보고서 스타일),단문,수업에 대한 학생의 참여가 중요합니다.,Student participation in classes is essential.,gpt-4o-mini,v2_structured,20251205_160208,train
1220,건강,기술 설명체,비교문,단백질은 근육 유지에 필수적이다.,Protein is essential for maintaining muscle.,gpt-4o-mini,v2_structured,20251205_160208,train
5200,스포츠,고객센터 안내 스타일,원인·결과문,운동 부족은 건강에 좋지 않아요.,A lack of exercise is harmful to your health.,gpt-4o-mini,v2_structured,20251205_160208,train
2749,업무,조언/상담 스타일,복문,업무 중간에 쉬는 시간을 가지는 것도 중요해.,Taking breaks during work is also important.,gpt-4o-mini,v2_structured,20251205_160208,train
9272,사회/뉴스,기술 설명체,복문,전문가들은 저출산 문제에 대한 해결책을 모색하고 있다.,Experts are seeking solutions to the low birthrate issue.,gpt-4o-mini,v2_structured,20251205_160208,train
2289,기술,조언/상담 스타일,비교문,코딩을 하는 건 문제 해결 능력을 키우는 데 도움을 줘.,Programming helps improve your problem-solving skills.,gpt-4o-mini,v2_structured,20251205_160208,train
463,여행,고객센터 안내 스타일,원인·결과문,관광지를 미리 조사하면 유용해요.,Researching tourist attractions in advance can be very helpful.,gpt-4o-mini,v2_structured,20251205_160208,train
6979,문화/예술,감정 표현 스타일,원인·결과문,"전통 음악을 듣는 순간, 고향이 떠올라.",Hearing traditional music instantly brings back memories of my hometown.,gpt-4o-mini,v2_structured,20251205_160208,train
450,여행,고객센터 안내 스타일,비교문,해변은 도시보다 더 여유롭습니다.,Beaches are more relaxing than cities.,gpt-4o-mini,v2_structured,20251205_160208,train
7034,문화/예술,조언/상담 스타일,원인·결과문,예술을 감상하면 마음이 평화로워져.,"When you appreciate art, your mind becomes peaceful.",gpt-4o-mini,v2_structured,20251205_160208,train
7479,쇼핑,조언/상담 스타일,단문,쇼핑 목록을 작성하면 도움이 돼.,Creating a shopping list can be helpful.,gpt-4o-mini,v2_structured,20251205_160208,train
5245,기후/날씨,대화체,조건문,비가 그치면 산책하러 나가고 싶어.,I want to go for a walk if the rain stops.,gpt-4o-mini,v2_structured,20251205_160208,train
380,여행,조언/상담 스타일,조건문,신청할 수 있는 여행 보험이 있다면 꼭 들어.,"If there is travel insurance available, make sure to get it.",gpt-4o-mini,v2_structured,20251205_160208,train
8820,자기계발,기술 설명체,비교문,좋은 습관은 성공적인 삶의 열쇠이다.,Good habits are the key to a successful life.,gpt-4o-mini,v2_structured,20251205_160208,train
810,일상생활,감정 표현 스타일,원인·결과문,친구들이랑 놀아서 스트레스가 확 풀렸어.,I relieved my stress because I hung out with my friends.,gpt-4o-mini,v2_structured,20251205_160208,train
178,여행,뉴스 기사체,단문,여름에 바닷가로 여행을 떠나세요.,Travel to the beach during the summer.,gpt-4o-mini,v2_structured,20251205_160208,train
1644,식당,뉴스 기사체,원인·결과문,모든 메뉴가 신선하기 때문에 평판이 좋다.,"Because all the dishes are fresh, the restaurant has a good reputation.",gpt-4o-mini,v2_structured,20251205_160208,train
133,여행,SNS 스타일,복문,내가 좋아하는 음식들을 맛보는 것이 여행의 묘미지.,Trying all the local dishes is definitely one of the highlights of traveling.,gpt-4o-mini,v2_structured,20251205_160208,train
8063,직장 관계,고객센터 안내 스타일,명령/요청문,회의 자료를 미리 보내줄 수 있나요?,Could you please send the meeting materials in advance?,gpt-4o-mini,v2_structured,20251205_160208,train
8521,IT/AI,고객센터 안내 스타일,비교문,데이터 분석은 비즈니스 전략 수립에 필수적입니다.,Data analysis is essential for developing business strategies.,gpt-4o-mini,v2_structured,20251205_160208,train
1375,건강,고객센터 안내 스타일,복문,"체중 조절에 도움이 필요하시면, 전문 상담을 받는 것이 좋습니다.","If you need help with weight management, it's advisable to seek professional counseling.",gpt-4o-mini,v2_structured,20251205_160208,train
1721,식당,감정 표현 스타일,단문,저는 매운 음식을 좋아해요.,I really enjoy spicy food.,gpt-4o-mini,v2_structured,20251205_160208,train
3442,시간관리,문어체(보고서 스타일),명령/요청문,자주 방해받지 않도록 환경을 조성하세요.,Create an environment that minimizes distractions.,gpt-4o-mini,v2_structured,20251205_160208,train
1,여행,대화체,단문,여행 계획 세우는 거 좋아해?,Do you like making travel plans?,gpt-4o-mini,v2_structured,20251205_160208,train
3012,교육,SNS 스타일,원인·결과문,학습 습관을 잘 들이면 성적이 오를 거야.,"If you develop good study habits, your grades will improve.",gpt-4o-mini,v2_structured,20251205_160208,train
88,여행,문어체(보고서 스타일),조건문,체크리스트를 만든다면 필요한 것들을 잊지 않을 거예요.,"If you make a checklist, you won’t forget the essentials.",gpt-4o-mini,v2_structured,20251205_160208,train
9430,사회/뉴스,조언/상담 스타일,명령/요청문,자원봉사에 참여해 보는 게 좋을 것 같아.,I think it would be great to participate in volunteer work.,gpt-4o-mini,v2_structured,20251205_160208,train
6514,고객센터,감정 표현 스타일,명령/요청문,지연된 배송에 대해 설명해 주세요.,Please explain the delay in delivery.,gpt-4o-mini,v2_structured,20251205_160208,train
9214,사회/뉴스,뉴스 기사체,복문,전문가들은 지속 가능한 에너지의 필요성을 강조한다.,Experts emphasize the need for sustainable energy.,gpt-4o-mini,v2_structured,20251205_160208,train
4251,감정표현,고객센터 안내 스타일,원인·결과문,고객님의 불만을 신속히 처리하겠습니다.,We will promptly address your concerns.,gpt-4o-mini,v2_structured,20251205_160208,train
8243,IT/AI,SNS 스타일,명령/요청문,AI 기술이 미래를 만든다.,AI technology is shaping the future.,gpt-4o-mini,v2_structured,20251205_160208,train
7840,직장 관계,기술 설명체,복문,팀원과의 소통은 프로젝트 성공에 필수적입니다.,Communication with team members is essential for the success of a project.,gpt-4o-mini,v2_structured,20251205_160208,train
5771,교통,문어체(보고서 스타일),복문,유럽의 많은 도시에서는 자전거가 주요 교통수단으로 자리잡고 있습니다.,"In many European cities, bicycles have become a major mode of transportation.",gpt-4o-mini,v2_structured,20251205_160208,train
2088,기술,뉴스 기사체,단문,모바일 앱의 사용량이 급증하고 있다.,The usage of mobile apps is skyrocketing.,gpt-4o-mini,v2_structured,20251205_160208,train
3957,감정표현,SNS 스타일,원인·결과문,소중한 추억이 떠올라서 눈물이 났어.,"I remembered a precious memory, and it brought tears to my eyes.",gpt-4o-mini,v2_structured,20251205_160208,train
5413,기후/날씨,뉴스 기사체,복문,날씨가 갑자기 변할 때는 항상 주의해야 합니다.,One should always be cautious when the weather changes suddenly.,gpt-4o-mini,v2_structured,20251205_160208,train
2911,교육,문어체(보고서 스타일),단문,교육은 개인의 성장에 중요한 요소입니다.,Education is a vital element for personal growth.,gpt-4o-mini,v2_structured,20251205_160208,train
8028,직장 관계,고객센터 안내 스타일,복문,팀워크가 중요한 이유는 성공적인 결과를 만들어 주기 때문이에요.,The reason teamwork is important is that it leads to successful outcomes.,gpt-4o-mini,v2_structured,20251205_160208,train
3054,교육,뉴스 기사체,조건문,"선생님이 질문에 대답하면, 학생들이 더 잘 이해할 수 있다.","When the teacher answers questions, students can understand better.",gpt-4o-mini,v2_structured,20251205_160208,train
4953,스포츠,뉴스 기사체,비교문,올림픽에서 수영은 육상보다 더 많은 메달을 나눠준다.,Swimming awards more medals than athletics in the Olympics.,gpt-4o-mini,v2_structured,20251205_160208,train
5724,교통,대화체,비교문,버스는 지하철보다 더 많은 지역을 다닌다.,Buses cover more areas than subways do.,gpt-4o-mini,v2_structured,20251205_160208,train
409,여행,조언/상담 스타일,명령/요청문,지도를 꼭 챙기세요.,Make sure to bring a map.,gpt-4o-mini,v2_structured,20251205_160208,train
2216,기술,감정 표현 스타일,복문,전기차의 사용이 증가하고 있는 것은 긍정적이야.,The rising use of electric vehicles is a positive development.,gpt-4o-mini,v2_structured,20251205_160208,train
1028,건강,문어체(보고서 스타일),조건문,스트레스를 관리한다면 심리적 안정감을 느낄 수 있습니다.,Managing stress can lead to a sense of psychological stability.,gpt-4o-mini,v2_structured,20251205_160208,train
1422,건강,고객센터 안내 스타일,명령/요청문,질병 예방을 위해 백신을 맞으세요.,Get vaccinated to prevent diseases.,gpt-4o-mini,v2_structured,20251205_160208,train
3028,교육,SNS 스타일,명령/요청문,과외 수업도 고려해봐.,Consider taking some extra classes.,gpt-4o-mini,v2_structured,20251205_160208,train
8622,자기계발,문어체(보고서 스타일),복문,자신의 강점을 아는 것이 발전의 시작입니다.,Understanding your strengths is the beginning of progress.,gpt-4o-mini,v2_structured,20251205_160208,train
1279,건강,감정 표현 스타일,비교문,신선한 공기를 마시는 것이 실내에서 있는 것보다 기분 전환에 더 좋다.,Breathing fresh air is better for a mood boost than being indoors.,gpt-4o-mini,v2_structured,20251205_160208,train
4376,경제/금융,문어체(보고서 스타일),명령/요청문,자산 관리를 위해 전문가의 조언을 받으세요.,Seek advice from experts for effective asset management.,gpt-4o-mini,v2_structured,20251205_160208,train
1979,기술,문어체(보고서 스타일),조건문,기술이 발전하면 삶의 질이 향상될 것이다.,"If technology advances, the quality of life will improve.",gpt-4o-mini,v2_structured,20251205_160208,train
1062,건강,문어체(보고서 스타일),명령/요청문,신체 활동을 늘리는 것이 필요합니다.,It's necessary to increase physical activity.,gpt-4o-mini,v2_structured,20251205_160208,train
3115,교육,기술 설명체,조건문,과제를 제때 제출하면 좋은 성적을 받을 수 있어.,Submitting assignments on time can lead to good grades.,gpt-4o-mini,v2_structured,20251205_160208,train
3996,감정표현,뉴스 기사체,조건문,"감정이 복잡할 때는, 일기를 쓰는 것이 유익할 수 있어요.","When emotions are complicated, writing in a journal can be beneficial.",gpt-4o-mini,v2_structured,20251205_160208,train
6244,고객센터,문어체(보고서 스타일),복문,서비스 사용 중 문제가 발생하면 즉시 연락해 주세요.,"If you encounter any issues while using our service, please contact us immediately.",gpt-4o-mini,v2_structured,20251205_160208,train
9107,사회/뉴스,문어체(보고서 스타일),비교문,한국의 경제는 미국과 비교할 때 더욱 빠르게 성장하고 있다.,The South Korean economy is growing at a faster pace compared to the United States.,gpt-4o-mini,v2_structured,20251205_160208,train
1503,식당,문어체(보고서 스타일),조건문,아무리 바빠도 예약은 필수입니다.,"No matter how busy it is, a reservation is essential.",gpt-4o-mini,v2_structured,20251205_160208,train
8047,직장 관계,고객센터 안내 스타일,비교문,갈등 해결 능력은 직장 내에서 필수적이에요.,Conflict resolution skills are essential in the workplace.,gpt-4o-mini,v2_structured,20251205_160208,train
5458,기후/날씨,기술 설명체,단문,온실가스의 농도가 증가하고 있다.,The concentration of greenhouse gases is increasing.,gpt-4o-mini,v2_structured,20251205_160208,train
2760,업무,조언/상담 스타일,조건문,피드백을 받으면 더 나은 결과를 얻을 수 있어.,"If you receive feedback, you can achieve better results.",gpt-4o-mini,v2_structured,20251205_160208,train
4386,경제/금융,SNS 스타일,단문,요즘 암호화폐가 다시 뜨고 있어.,Cryptocurrencies are gaining popularity again these days.,gpt-4o-mini,v2_structured,20251205_160208,train
